,name,date,text,stars,answer
0,Алена Михайлова,2023-12-06 14:34:47,"Ужасное отношение,пришла в отделении в плохом самочувствии,нужно было срочно оплатить госпошлину,на панели выдачи номерков набрала решить вопрос
Вызвали во второе окно (не запомнила ФИО работника)Здесь девушка с короткими светлыми волосами спрашивает о проблеме,я ее объясняю,на меня возмутительным тоном начинают наседать,мол вам вообще не сюда,зачем вы нажали и тд.А я знала ?!Вместо того,чтобы перенаправить в другое место на меня ещё и наезжают ?Это как ??????
Я объяснила что я не знала и не видела куда мне нажать.С недовольным видом девушка начинает выполнять операцию и говорит тут либо наличными либо по карте сбера.На мой вопрос как мне быть ?Мне было сказано я не могу вам помочь ничем,идите от сюда.Спасибо 
Обычно отзывы не пишу,но так нельзя разговаривать с людьми 
06.12.23 время приблизительно с 16 до 17:00
Будьте осторожны отправляя пожилых людей в это отделении,не все люди умеют нажимать на нужное окно для решения проблемы !!!!!",1,
1,ольга истомина,2023-11-27 10:36:59,Хочу выразить благодарность за качественное обслуживание всем сотрудникам данного офиса. Особенно Ширшовой Веронике Андреевне за помощь в решении моей проблемы,5,
2,Nastya F.,2023-09-25 14:48:55,"Хочется выразить восхищение данному отделению Сбербанка, за 2,5 года обращения в данное отделение только положительные эмоции: очень отзывчивый и четко работающий коллектив, быстрое обслуживание, чистота в отделении.",5,
3,Ирина П.,2024-02-26 06:31:50,"Постоянно народ, ни разу не было, чтобы быстро приняли. Половина окон не работает. Само обслуживание нравится, сотрудники вежливые, видимо, не хватает персонала, чтобы очереди не скапливались.",3,
4,Анна Аношкина,2023-06-09 18:28:38,"Чисто, уютно, всегда отзывчивые сотрудники. Народу практически всегда много, но время ожидания не большое, так как работают слаженно, профессионально!!!",5,
5,татьяна гундерман,2023-12-01 11:49:33,"Хорошее обслуживание , приветливые операторы , все доходчиво объяснят",5,
6,Дарья Кирилловна Б.,2023-11-20 20:25:12,"Хороший банк, всё чисто, убрано. Приветливый персонал.",5,
7,Беженец Эфиопский,2022-12-31 18:29:42,"Сидел очень долго, может быть в предверии Нового года был аншлаг. Будьте внимательнее, сотрудники банка навязывают совершенно ненужные услуги, например как смс оповещение на телефон ребенка за 70 рублей в месяц, а то что это стоит 70 рублей умалчивают. Отключить можно в приложении только после того как снимутся деньги. Конечно у кого у детей до 14 лет на картах денег много, то не критично",3,
8,Елена Егунова,2024-03-02 12:59:24,"Внимательные аператорв, всегда подскажет
Спастбо",5,
9,Галина Захарова,2023-03-15 17:35:24,"Вежливое и корректное отношение к клиентам. Сотрудники банка всегда будет готовы помочь. Объяснение понятны, разъяснения безупречны. Прошу вас всем работникам обслуживающим отделение банка благодарность.",5,
10,Юлия Дмитриева,2023-10-27 17:27:04,"Хожу туда часто. Живу рядом. Раньше работали в субботу, было удобно. А теперь нет. С работы вечером не успеваю.",4,
11,Борис Беляков,2023-11-16 17:30:36,"Сбербанк это хорошо, особенно если рядом с домом",5,
12,Александра К.,2024-02-05 11:28:59,"Очень долго, 1,5 часа в отделении просидела, из них час только в очереди.",1,
