,name,date,text,stars,answer
0,Иван маряничев,2024-03-25 15:45:16,"Высочайшее обслуживание, всё подскажут помогут в общем персонал высший класс я в этом городе в первые,и мне очень нравиться этот город, в общем всё высший класс.",5,
1,Alla Sotnikova,2024-03-29 14:02:04,"Часто захожу в этот СберБанк и мне нравится: очередей практически нет, (электронная очередь), приветливые менеджеры и операторы. Самостоятельно оплачиваю квитанции по коммунальным платежам, терминалы работают без проблем.",5,
2,Антон П.,2023-06-02 08:41:39,"Всё супер.Вежливое,культурное,быстрое,без проволочек и бюрократии обслуживание и самый выгодный обменный курс.Для сделки совсем необязательно заходить внутрь.Вас увидят,предугадают ваши желания и намерения,обслужат в лучшем виде без всякой электронной очереди,лицензии и прочей ерунды прямо у входа с соблюдением конфеденциальности из рук в руки.Всё как в преждние годы.Парни с точки обмена всегда на месте,дорожат своей репутацией.",5,
3,Дарья Воронцова,2023-10-25 13:24:37,"Пришла установить приложение Сбол на телефон. В итоге просидела час в очереди и меня так и не вызвали. Передо мной был еще человек на установку приложения, сидел полтора часа и тоже не дождался своей очереди. Я вот не понимаю, зачем задерживать людей если можно просто отметить что они эту услугу не предоставляют/в данный момент нет сотрудника. Ужасно, просто ужасно, не заслуживают и 1 звезды",1,
4,Твоя бывшая,2023-08-15 14:58:54,"Сегодня пыталась разменять стодолларовую купюру. Спросила у женщины в окне есть ли размен? Она обвела меня взглядом, закатила глаза так что они прокрутились вокруг орбит у неё и сказала:вообще то у нас комиссия за размен и размена нет. Когда будет? Она вновь закатила глаза:Не знаю, нам как приносят так и меняем.
Я сама работаю с людьми, но если бы позволила себе такое обслуживание-осталась бы без работы.
Отвратительно!",1,
5,Серега К.,2024-01-20 19:02:19,"Обслуживание не очень впечатлило, но готов поставить 3 балла из 5 ради девушек , которые очень впечатляют !!!!!",3,
6,. Алексей Вячеславович,2023-11-03 16:59:45,"Большой банк в центре Соломбале, очень удобно и рядом с домом.",5,
7,Петр,2023-01-30 03:57:57,"Очереди большие.раньше у банкоматов консультант был, очень удобно, подойдешь спросишь она сразу же подскажет.Сейчас их не видно,жаль.В самом сбережения обслуживают быстро, качественно, все подробно объяснят, мне нравится.",4,
8,Диана Гавриленко,2023-10-10 11:13:56,"Не люблю этот банк. Но пользуюсь картой чтобы перекидывать деньги на другие банки. Удобно, что рядом с работой и круглосуточные банкоматы.",3,
9,ИРИНА ВИНГЕРЦЕВА,2024-02-06 16:55:50,"Хорошо, девочки молодые но все расскажут.",4,
