,name,date,text,stars,answer
0,шамиль,2023-10-09 12:43:25,"Очень удобное место, есть круглосуточный зал банкоматов. Работают девочки быстро и хорошо, без грубости и повышения голоса.",5,
1,Елена Якунина,2023-10-09 16:51:40,"Очень вежливые сотрудники, удобно расположен.",5,
2,Алексей Петров,2022-02-10 07:43:29,"Девушки молодцы! Вежливые и приятные в общении. Терпения вам, сидет в такой вони целый день. Я бы не выдержал.",4,
3,Ольга С.,2021-11-17 07:33:43,"Здравствуйте, клиента обслуживают по полчаса, по полдня приходится сидеть, чтоб получить карту, специалист сама не знает свою работу, работает ели ели, и это уже не первый раз",1,
4,Артур О.,2022-11-17 15:28:05,"Обследование отличное, всё отлично",5,
5,Татьяна,2022-05-09 18:19:25,"Всё хорошо, всё нравится, хоть на Востоке пока есть Банк",4,
6,Александр Игнатьев,2023-10-21 18:09:56,Мало персонвла,3,
7,Инкогнито 2374,2022-10-31 16:33:24,Офигенный пункт,5,
8,Иван Петров,2020-04-24 13:57:28,Быстро и удобно. Сотрудники вежливые. Чисто и приятно,5,
9,Эльвира И.,2021-04-25 06:07:52,"Сбербанк уже не тот, что раньше.. по городу очень мало терминалов",3,
10,володя васильев,2021-08-17 18:12:09,Круглосуточные банкоматы,5,
11,олег евреев,2020-05-06 18:06:53,Быстрое и качественное обслуживание.,5,
12,Tatiana,2020-01-05 10:15:58,"Всё хорошо,но частенько денежки заканчиваются в банкомате",3,
13,Артем Серзин,2021-09-04 09:34:47,Банк как банк,5,
14,Алексей,2020-06-21 14:17:08,Умирающий филиал банка!,3,
15,Григорий Тимофеев,2020-02-12 18:44:12,Грамотные специалисты!!!,5,
16,Никита Титов,2019-08-20 04:52:00,Хороший банк с хорошим персоналом,5,
17,Сергей К.,2020-01-03 15:27:58,Грамотные консультации,5,
18,Владимир Семенов,2019-10-11 11:50:03,Хорошее обслуживание!,5,
