,name,date,text,stars,answer
0,Илья Култышев,2024-02-24 18:45:46,"Хорошо, что там есть круглосуточные банкоматы. Офис расположен удобно, плохо, что в середине дня часто нет возможности при парковаться, приходится искать место для стоянки.",5,
1,Наталья Петухова,2023-12-26 12:21:47,"Хожу в это отделение, когда надо решить какие-то вопросы по счёту ИП. Специалист по работе с предпринимателями всегда помогает и предлагает решение проблемы. Я очень довольна таким отношением.",5,
2,Ольга Веннецкая,2023-05-29 15:52:44,"Очереди большие, хотя в зале работает много кассиров, менеджеров и другой банковской братии. Но возмутило другое, Сбер оборзел: сняла в их банкомате 6 тыс. и выдал он их мне купюрами по 100 и 50 рублей. Пошла тут же в кассу менять, так оказывается за обмен их денег на их деньги, я должна заплатить! Вот кроме офигели, слов больше нет! Спасибо кассир подсказала, что нужно снова положить на карту, а она уже без комиссии выдаст. Мало того, что ввели налог на прибыль ℅на вкладе, ещё и здесь. Сволочи! Сами не устали воровать руководители? а с простого народа крохи, как в крепостном мире, оброк на каждый шаг!",3,
3,Алексей А,2024-04-08 08:02:03,"Отказались обменять доллары. Сказали, что принимают купюры только в идеальном состоянии. Мои купюры были в хорошем состоянии. Законы сбера, видимо выше законов РФ. Очень недоволен.",1,
4,Василий Захаров,2023-01-19 18:15:43,Очень вежливо и уютно встречают сотрудники прямо у основного входа.По любому вопросу дружелюбно стараются ответить и у них это получается всегда !Всегда доходчиво объяснят и помогут в прозьбе.Спасибо ВАМ!!!,5,
5,Ирина Васильева,2023-04-13 11:42:59,"Удобное месторасположение, парковки с двух сторон, большой зал и что хорошо, диванчики для ожидания. Приветливые работники, если что непонятно, поможет администратор.",5,
6,Инкогнито 8677,2023-06-07 12:44:43,"Обслуживание на 10 баллов, отношение к клиенту 10 баллов, грамотный подход, встреча клиента от двери, наличие банкоматов. Все отлично!",5,
7,Ольга Осипова,2024-04-06 05:23:01,"Территория очень грязная, не приятно!!!! И в помещение где банкоматы часто неприятный запах",2,
8,Антон Фишер,2023-05-05 09:54:36,"Достоинства: Удобное месторасположение, наличие терминалов с возможностью доступа 24/7.
Недостатки: Одна из самых высоких банковских комиссий за совершение операций, а так же высокая ставка за пользование кредитом.",3,
9,Анатолий Никулица,2023-03-24 10:47:32,"Банк, который шагает в ногу со временем. Уважительное отношение, положительное решение вопросов. Удобное расположение. Всегда пользуюсь продуктами банка.",5,
