,name,date,text,stars,answer
0,983690 Сергачева,2023-11-30 12:08:51,"Хороший филиал,всегда туда хожу ,обслуживание отличное,работники компетентные,вежливые,все объяснят,помогут,очередей нет,все быстро,мне очень нравится.Рекомендую посетить этот филиал.",5,
1,Дмитрий,2024-03-12 12:04:51,"Удобное отделение Сбербанка, сотрудник помогает с выбором билетика на электронную очередь. 
К плюсую отнесу круглосуточный доступ к банкоматам. 
Твердая 5 отделению!",5,
2,Ольга П.,2023-10-03 15:42:37,"Сегодня там оформляла свою первую карту и теперь это отделение сбера мой фаворит. Очень добрые, вежливые сотрудники и всё спокойно объясняют. В общем пушка, бомба, петарда🥰",5,
3,сергей к.,2024-01-06 03:29:20,"Мало банкоматов и места для людей выстаивающих очереди чтобы снять или положить деньги. Это как то странно для такого флагмана, банка как Сбер. Забегал как-то намедни, захотел сделать это по-быстрому. Ан нет... не получилось( Пришлось стоять",4,
4,Игорь Д,2024-04-03 16:51:32,"Пользуюсь только банкоматом, с зарплаты вношу деньги на дебетовую карту для автоплатежей. Главное достоинство офиса это работа 24/7. Все остальные операции через приложение.",5,
5,елена набатникова,2023-02-12 05:13:40,"Обслуживание отличное. Всегда решали любой вопрос. Грамотные и вежливые работники.Обслуживают быстро. Плохо, что в субботу не работают. Хорошо, что терминалы открыты в любое время.",5,
6,С.,2023-12-10 16:47:58,"Очень хороший филиал.Приветливые,грамотные сотрудники.Всегда помогут.",5,
7,Вера Псёл,2023-02-09 16:52:09,"Часто прихожу в этот банк - получить деньги со счёта, оплатить коммуналку, оформить карту. Иногда беру кредит. Банк удобно расположен. Быстро и качественно обслуживают. Мне там нравится и буду ходить туда, как обычно. Спасибо им.",5,
8,alexandr,2022-11-06 11:46:26,Проездом в отделение попал по навигатору тихая улица в банке чисто персонал грамотный разъяснили по вопросам есть стоянка небольшая дворник убирает территорию на 5👍,5,
9,Андрей Колесников,2022-12-06 05:38:16,Отношение отличное. Очень внимательные и отзывчивые сотрудники. Время ожидания минимальное. Банкоматы работают хорошо,5,
10,Дианочка Контарёва,2023-02-27 13:01:19,"Вежливый персонал, помогут, расскажут, объяснят. Чисто и комфортно. Время ожидания не долгое",5,
11,Дмитрий Максимов,2021-12-31 14:38:09,"Небольшое отделение сбербанка, но очень уютное👍хорошие, грамотные, вежливые специалисты всегда приходят на помощь, спасибо им за терпение!! Есть пандус для инвалидов!! На входе пять терминалов.",5,
12,Ирина,2022-09-06 11:27:21,"Доброжелательный, компетентный, вежливый персонал. Помимо карты получили ещё массу полезной информации. Время ожидания - 2-3 минуты, конечно, так бывает не всегда, но и слишком долго ждать не приходится.",5,
13,Карбофос,2024-04-21 11:54:36,"Если пойдёте брать кредит то будьте внимательны операторы пытаются вас надуть впарить то что вам не нужно застраховать , в общем после общения с работницей сбербанка чувствуешь что пообщался с цыганкой",1,
14,Жук Е.,2023-03-06 16:04:10,"Всегда вежливые. Особенно хотел бы отметить сотрудников: Алексея, Марину и Александра.",5,
15,Людмила Мешкова,2022-12-05 17:18:49,"Удобное расположение, режим работы банкоматов, обслуживание персоналом на высшем уровне",5,
16,Прохор,2023-09-07 12:22:18,Отличное обслуживание быстро и грамотно!,5,
17,Андрей Лукьянов,2023-12-12 15:10:45,Народу много банкоматов мало,5,
18,Евгения Болтунова,2024-01-25 12:43:06,"Сбер как сбер, ток парковка зимой ужасная.",5,
19,олеся абрашина,2023-03-13 13:29:37,"Очень удобно в этом Сбербанке, что там стоит несколько банкоматов, можно и оплатить, и положить, и снять деньги.",5,
20,olegsolovev19,2022-07-29 10:30:33,"Мало парковочных мест. Стоянка переполнена приходится рарковатся на обочине дороги напротив, что не удобно и вызывает дополнительные риски, т.к.нет пешеходного перехода.",2,
21,Юлия Антонян.,2023-03-16 12:51:54,"Отличное отношение, обслуживание внимательно, время ожидания короткое.",5,
22,Марина Полякова,2023-06-09 17:19:37,"Очередь не большая, персонал вежливый, знающий свое дело.",5,
23,Владимир Антипов,2022-08-04 15:57:21,"Обслуживание нормальное, персонал отзывчивый, отношение хорошее, особого ожидания в очереди нет",5,
24,Евгений Коровин,2021-12-13 00:16:19,"Любимое отделение в городе. Рекомендую к посещению. Все чётко быстро доступно. Банкоматов вроде хватает. Персонал хороший, рекомендую к посещению это отделение",5,
25,Ali Aliyev,2022-08-13 16:47:04,Красивые персонала обслуживание супер все четко и ясно спасибо большое,5,
26,Дима Мишенёв,2021-12-04 23:03:38,Вежливые сотрудники. Современная приёмная не нужно толкаться в очереди. Взял номерок дождался своей очереди и всё. Есть возможность снятия и внесения денежных средств в любое время суток. Как днём так и ночью. Плюс есть места для парковки.,5,
27,Наталия Г.,2023-06-14 15:26:21,Чисто и светло. Обслуживание на 5+,5,
28,Сергей Щиголев,2023-05-11 15:18:31,"Хорошее расположение, филиалом доволен",5,
29,Елена Некрасова,2022-08-29 16:16:30,"Хорошее обслуживание, внимательный персонал. Хорошее отношение к клиентам, не долгое время ожидания .",5,
30,"IvEnS,K",2023-08-12 06:47:34,Уговаривала взять кредит как могли хотя он мне ненужно был,1,
31,Дмитрий Слонов,2021-12-27 15:21:29,"Отличный персонал, грамотное обслуживание, чистота, удобный график работы.",5,
32,sergey,2023-01-11 16:35:07,"Хороший офис, который красят сотрудники, молодцы!",5,
33,422664 Трушин,2024-01-29 16:05:19,Всё хорошо,5,
34,Елена Николаева,2022-08-13 17:10:18,Постоянно проблемы с банкомата и и всегда большая очередь в операционном зале,1,
35,Иван Глебов,2023-02-08 15:01:06,"Отличное быстрое обслуживание,",5,
36,Олег Решетников,2021-08-22 16:47:00,"Сам банк я наблюдал когда ещё его строили , сам он не плохой , одно плохо в час пик и в рабочее время мало место для парковки автотранспорта с другой стороны центр города.",4,
37,Svetlana Akobsonovas,2023-07-12 16:30:45,Хорошее обслуживание,5,
38,Vadim,2021-07-29 18:08:46,"Удобно, спокойно, хороший подъезд. Оплату лучше производить через операторов в окошке",5,
39,Дмитрий Плеханов,2023-07-22 15:52:26,Отличный офис!,5,
40,Татьяна Паськова,2023-02-18 16:56:06,Все на уровне Респект,5,
41,Сергей Кучеренко,2023-03-09 15:54:17,Обходительный персонал,5,
42,Алла,2021-10-16 10:46:37,"Отличное отделение, все быстро и качественно!",5,
43,Северная Сова,2021-09-24 01:58:27,Мне нравится получать обслуживание именно в этом отделении. специально еду сюда с другого конца города.,5,
44,Антоха Крупин,2022-04-28 16:06:12,В принципе обслуживание хорошее,5,
45,Андрей Макутин,2021-05-13 08:29:39,"Быстрое, культурное, качественное обслуживание.",5,
46,Илья Саяпин,2020-03-30 14:12:33,"Банк как банк, единственно оформлял карту и почему-то не предложили МИР, сразу значения не придал, а теперь думаю не помешала бы, а предложили визу или мастер,",4,
47,Y Х,2019-12-25 16:14:08,"Очень удобно, есть парковка, работает круглосуточно зона банкоматов, отлично",5,
48,Анастасия Ленёва,2021-11-24 16:44:04,"Удобный офис банка, в общей доступности",5,
49,HELEN0001,2021-06-01 15:18:21,Быстрое обслуживание. Вежливые сотрудники.,5,
50,Ольга Чиркина,2021-10-23 13:49:01,"Приятные сотрудники,быстро работают",5,
51,ЛСК,2020-02-02 11:40:30,"Быстро, удобно. Вежливый доброжелательных терпеливый персонал",5,
52,Александр Востриков,2022-07-19 16:33:16,Хорошие обслуживание,5,
53,владимир м.,2020-04-06 08:33:32,"Быстрое обслуживание, грамотные консультанты, вежливые сотрудники",5,
54,dak742,2019-12-14 09:37:19,Вежливый персонал .расскажут куда подойти и помогут если незнаешь что делать! Мне нравится.,5,
55,Aleksey A,2021-08-29 00:23:28,"Большой банк, вежливый персонал.",5,
56,неверова галина,2021-07-26 11:22:10,Такие внимательные и добрые сотрудники,5,
57,татьяна Ф.,2019-10-23 17:58:24,"В первую очередь,здесь быстрое обслуживание!Вежливый персонал!Пользуюсь их услугами ежемесячно.",5,
58,Владислав Л.,2019-08-25 20:11:29,Приветливые сотрудники. Несколько банкоматов для различных операций. Но всё равно бывают очереди,5,
59,Валентина,2021-03-01 08:04:48,"Хорошее отделение, вежливые сотрудники",5,
60,елена сергеева,2021-08-30 00:41:08,Обслуживане на хорошем уровне,5,
61,Игорь Вредный,2021-11-20 20:20:26,самые удобные банкоматы,5,
62,Евгений Прихунов,2020-03-21 10:26:36,Быстрое обслуживание и хорошие сотрудники всё объяснять,5,
63,Екатерина Кибо,2020-05-27 12:29:00,"Грамотные консультанты, доброжелательные сотрудники!",5,
64,нурэк карими,2021-02-16 13:43:57,Удобно быстро качественно,5,
65,Георгий Юрьевич К.,2021-02-15 17:27:41,"Молодцы, что организовали этот филиал.",5,
66,марина с.,2021-06-17 03:34:59,Вежливые менеджеры. Приятно посещать.,5,
67,Александр Плеханов,2022-06-12 03:12:09,Все хорошо,4,
68,Владимир,2021-12-07 13:32:04,Банкоматы 24/7,5,
69,Руслан Фахрутдинов,2021-06-03 06:13:32,Добродушный сотрудники,5,
70,Лариса Бахарева,2021-06-26 14:13:57,Тоже хорошее отделение,5,
71,Алекс,2021-09-21 07:34:00,Обычный филиал,2,
72,Сергей М.,2021-09-10 11:38:41,Нормальный банк,4,
73,Tati,2021-04-12 18:38:45,"Круглосуточные банкоматы,само помещение банка небольшое",5,
74,Дата Драгова,2021-08-27 11:15:26,Неплохой банк.,5,
75,Анна Привалова,2021-03-28 16:13:54,Персонал на троечку,2,
76,Екатерина М.,2020-04-15 20:43:36,"Часто не работают терминалы, а так все нормально",4,
77,Елена,2020-04-15 19:37:00,В середине дня лучше не приходить - долго приходится ждать. Очень низкие ставки по депозитам.,3,
78,Александр Н.,2019-12-04 17:07:15,Одним словом сбер.Вечные очереди и низкие проценты по вкладам.,2,
79,Ксюша С,2020-04-11 12:31:08,"Часто захожу, всем довольна.",5,
80,Светлана Ш.,2019-11-25 18:03:21,"Работники вроде компитентны, но зачем то навязывают не нужные коедитные карты пенсионерам.",3,
81,Наталия С.,2019-10-04 21:09:16,Нормально. Обычно. Никто ничего плохого мне там не сделал.,4,
82,Алина Комнатная,2021-03-29 13:37:18,Обычный сбер,5,
83,Татьяна Шабанова,2020-10-13 21:03:07,Хорошее обслуживание,5,
84,Ал,2020-01-25 11:26:47,Не квалифицированные консультанты,1,
85,Сергей Малышев,2019-12-20 13:59:58,Качественное обслуживание,5,
86,Иван Соломенников,2020-03-18 21:05:42,Банкоматы работают 24/7,5,
87,Ольга В.,2020-02-01 11:19:45,Грамотные консультанты,5,
88,Ал,2021-02-12 00:38:59,Большие очереди,3,
89,Михаил Ёлкин,2020-02-01 13:02:33,Просто по пути домой,4,
90,Павел )))),2019-10-05 14:18:31,Удобное обслуживание,5,
