,name,date,text,stars,answer
0,Дима Мельник,2024-01-28 20:08:59,"Всё супер,всегда обьеснят потскажут",5,
1,Дима Мельников,2024-02-22 06:31:02,Хорошее обслуживание,5,
2,Виталий,2022-09-12 09:01:43,"Сначала, все нервы оставишь при общении с Афиной. Потом говорит оператор свяжется в течении 5 минут. Сидишь слушаешь музыку 15 минут, потом Афина говорит ваша заявка принята мы перезвоним и вешает трубку. Но никто не перезванивает.",1,
3,sxluxe,2021-08-22 20:05:22,Ужасно то что нет определенного графика работы + вялая работа самой почты,3,
4,Кочергин Владимир,2021-10-05 15:03:12,"Большие очереди, график работы не приемлем",3,
5,Марк Марков,2020-03-18 22:52:22,"Самое худшее что можно только придумать.
Работает два дня в неделю и несколько часов из этих дней. И это не факт",1,
6,Елена,2020-05-06 12:14:02,"Работает пару часов в неделю, очень не удобно",1,
7,denis kozin,2020-12-13 10:05:45,Всё отлично,5,
8,Оксана Кузнецова,2018-03-19 15:10:12,Работает только по вторникам и четвергам. И то-не всегда.,2,
9,Юрий Муравлев,2020-07-09 11:50:33,Фу фу фу.,1,
